Time,X_Cam,Roll_Cmd,IMU_Roll,Y_Cam,Pitch_Cmd,IMU_Pitch,Z_Cam,T_Adj,Total_T
0.434,0.474,0.76,-2.72,0.407,2.75,1.57,0.248,6.72,154
